ley,no,fecha,codNota,confianza,titulo_dof,decreto_dip
cpeum,124,05-03-1993,4721720,1.0,"DECRETO que declara reformados los artículos 3o. y 31 fracción I, de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO que declara reformados los artículos 3o. y 31 fracción I, de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 09/03/1993 | Imagen | Word | Reforma educativa. Eleva a rango constitucional la obligatoriedad de la educación secundaria. Otorga al Ejecutivo Federal la facultad para determinar los planes y programas de estudio de la educación primaria, secundaria y normal para toda la República."
cpeum,125,20-08-1993,4775074,1.0,DECRETO por el que se adiciona la fracción III del artículo 82 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se adiciona la fracción III del artículo 82 de la Constitución Política de los Estados Unidos Mexicanos. Agrega la salvedad de que “la ausencia del país hasta por treinta días, no interrumpe la residencia”, en el caso del requisito para ser Presidente que señala la obligación de haber residido en el país durante todo el año anterior al día de la elección."
cpeum,126,20-08-1993,4775081,1.0,"DECRETO por el que se reforman los artículos 28, 73 y 123 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los artículos 28, 73 y 123 de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 23/08/1993 | Imagen | Word | Otorga autonomía constitucional al banco central y establece las bases para su conformación y atribuciones. Establece que el titular del banco central será designado por el Ejecutivo Federal con aprobación del Senado o la Comisión Permanente."
cpeum,127,03-09-1993,4780386,1.0,DECRETO por el que se reforman los artículos 65 y 66 de la Constitución Política de los Estados Unidos Mexicanos. ,"DECRETO por el que se reforman los artículos 65 y 66 de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 06/09/1993 | Imagen | Word | Modifica las fechas de inicio y término de los periodos de sesiones ordinarias del Congreso, para quedar el primer periodo del 1 de septiembre al 15 de diciembre, o hasta el 31 de diciembre en el año de inicio del cargo de Presidente de la República; y el segundo periodo del 15 de marzo al 30 de abril."
cpeum,128,03-09-1993,4780392,1.0,"DECRETO por el que se reforman los artículos 41, 54, 56, 60, 63, 74 y 100 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los artículos 41, 54, 56, 60, 63, 74 y 100 de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 06/09/1993 | Imagen | Word | Reforma electoral. Establece de forma expresa que la ley secundaria regulará el financiamiento de los partidos políticos y sus campañas electorales. Faculta al órgano electoral para declarar la validez de las elecciones de diputados y senadores, suprimiendo el sistema de autocalificación. Consagra al Tribunal Federal Electoral como la máxima autoridad jurisdiccional en materia electoral. Modifica la fórmula de distribución de los 200 diputados de representación proporcional. Aumenta de 64 a 128 el número total de senadores, electos mediante fórmulas de mayoría relativa y de primera minoría, con renovación total del Senado cada 6 años. Mantiene la facultad de la Cámara de Diputados para erigirse en Colegio Electoral y calificar la elección de Presidente de la República."
cpeum,129,03-09-1993,4780397,1.0,"DECRETO por el que se reforman los artículos 16, 19, 20 y 119 y se deroga la fracción XVIII del artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los artículos 16, 19, 20 y 119 y se deroga la fracción XVIII del artículo 107 de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 06/09/1993 | Imagen | Word | Reforma sobre garantías individuales en materia penal. Se legisla en los temas de: orden judicial de aprehensión; casos de delito flagrante; casos urgentes por delito grave; plazo máximo que puede ser retenido el indiciado; garantías que tendrá el inculpado en todo proceso de orden penal; colaboración entre las entidades federativas; y extradiciones a requerimiento de Estado extranjero."
cpeum,130,25-10-1993,4796060,1.0,"DECRETO por el que se reforman los artículos 31, 44, 73, 74, 79, 89, 104, 105, 107, 122, así como la denominación del título quinto, adición de una fracción IX al artículo 76 y un primer párrafo al 119 y se deroga la fracción XVII del artículo 89 de la Constitución Política de los Estados Unidos Mexicanos. ","DECRETO por el que se reforman los artículos 31, 44, 73, 74, 79, 89, 104, 105, 107, 122, así como la denominación del título quinto, adición de una fracción IX al artículo 76 y un primer párrafo al 119 y se deroga la fracción XVII del artículo 89 de la Constitución Política de los Estados Unidos Mexicanos. Reforma en materia de organización política y de gobierno del Distrito Federal que contempla: el Distrito Federal como sede de los Poderes de Unión; los Poderes de la Unión responsables del gobierno del Distrito Federal; las atribuciones del Congreso de la Unión, del Senado y del Presidente de la República en el gobierno del Distrito Federal; la Asamblea de Representantes del Distrito Federal, el Jefe del Distrito Federal y El Tribunal Superior de Justicia del Distrito Federal como los nuevos órganos de gobierno; y el marco jurídico para la coordinación del Distrito Federal con estados y municipios colindantes."
cpeum,131,19-04-1994,4688022,0.988,"DECRETO por el que se reforman los párrafos octavo, noveno, decimoséptimo y decimoctavo del artí­culo 41 de la Constitución Polí­tica de los Estados Unidos Mexicanos.","DECRETO por el que se reforman los párrafos octavo, noveno, decimoséptimo y decimoctavo del artículo 41 de la Constitución Política de los Estados Unidos Mexicanos. Reforma electoral. Precisa el carácter “autónomo” del órgano encargado de organizar las elecciones federales. Incluye la “independencia” entre los principios rectores de la función electoral. Crea la figura de Consejeros Ciudadanos, que serán electos por mayoría calificada de la Cámara de Diputados, a propuesta de los grupos parlamentarios de la propia Cámara."
cpeum,132,01-07-1994,4710030,1.0,DECRETO por el que se reforma la fracción I del Artículo 82 de la Constitución Política de los Estados Unidos Mexicanos.,"DECRETO por el que se reforma la fracción I del Artículo 82 de la Constitución Política de los Estados Unidos Mexicanos. Establece entre los requisitos para Presidente de la República, el ser “hijo de padre o madre mexicanos y haber residido en el país al menos durante veinte años”, en lugar de ser “hijo de padres mexicanos por nacimiento”."
cpeum,133,31-12-1994,4782280,1.0,"DECRETO mediante el cual se declaran reformados los artículos 21, 55, 73, 76, 79, 89, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 110, 111, 116, 122 y 123 de la Constitución Política de los Estados Unidos Mexicanos.","DECRETO mediante el cual se declaran reformados los artículos 21, 55, 73, 76, 79, 89, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 110, 111, 116, 122 y 123 de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 03/01/1995 | Imagen | Word | Reforma judicial integral. Reduce el número de ministros de la Suprema Corte de Justicia y modifica el mecanismo de nombramiento de aquéllos. Crea el Consejo de la Judicatura Federal. Incorpora las figuras de controversia constitucional y acción de inconstitucionalidad. Posibilita que las resoluciones del Ministerio Público Federal sobre el no ejercicio de la acción penal puedan ser impugnadas. Somete a la ratificación del Senado el nombramiento de Procurador General de la República. Faculta al Congreso para expedir leyes en materia de seguridad pública que establezcan las bases de coordinación entre la Federación, el Distrito Federal, los estados y los municipios."
cpeum,134,02-03-1995,4870131,1.0,DECRETO por el que se declara reformado el cuarto párrafo del artículo 28 de la Constitución Política de los Estados Unidos Mexicanos.,DECRETO por el que se declara reformado el cuarto párrafo del artículo 28 de la Constitución Política de los Estados Unidos Mexicanos. Otorga a la comunicación vía satélite y a los ferrocarriles el carácter de áreas prioritarias para el desarrollo nacional y permite al Estado otorgar concesiones o permisos en estas áreas.
cpeum,135,03-07-1996,4890768,1.0,"DECRETO mediante el cual se declaran reformados los artículos 16, 20 fracción I y penúltimo párrafo, 21, 22 y 73 fracción XXI de la Constitución Política de los Estados Unidos Mexicanos.","DECRETO mediante el cual se declaran reformados los artículos 16, 20 fracción I y penúltimo párrafo, 21, 22 y 73 fracción XXI de la Constitución Política de los Estados Unidos Mexicanos. Incluye la garantía constitucional de que las comunicaciones privadas son inviolables. Establece los supuestos en los que la autoridad judicial federal podrá autorizar la intervención de alguna comunicación privada. Regula la aplicación de la libertad provisional bajo caución en los delitos no graves y la posibilidad de revocación en casos graves. Permite el decomiso y aseguramiento de bienes involucrados con la delincuencia organizada. Faculta a las autoridades federales para conocer de los delitos del fuero común, cuando tengan conexidad con delitos federales."
cpeum,136,22-08-1996,4896725,1.0,DECRETO mediante el cual se declaran reformados diversos artículos de la Constitución Política de los Estados Unidos Mexicanos.,"DECRETO mediante el cual se declaran reformados diversos artículos de la Constitución Política de los Estados Unidos Mexicanos. Reforma integral en materia electoral. Se legisla en los temas de: prerrogativas y obligaciones de los ciudadanos mexicanos; atribuciones e integración del Instituto Federal Electoral; financiamiento de los partidos políticos; composición de las cámaras del Congreso de la Unión; justicia electoral; sistema de responsabilidades; y correspondencia de las legislaciones electorales locales. Se establecen como autoridades del Distrito Federal a la Asamblea Legislativa, el Jefe de Gobierno y el Tribunal Superior de Justicia."
cpeum,137,20-03-1997,4872274,1.0,"DECRETO por el que se declaran reformados los artículos 30, 32 y 37 de la Constitución Política de los Estados Unidos Mexicanos.","DECRETO por el que se declaran reformados los artículos 30, 32 y 37 de la Constitución Política de los Estados Unidos Mexicanos. Incorpora el principio constitucional de que ningún mexicano por nacimiento podrá ser privado de su nacionalidad. Establece bases para regular el ejercicio de derechos de los mexicanos que posean otra nacionalidad (doble nacionalidad)."
cpeum,138,26-02-1999,4944396,1.0,"Decreto por el que se declara reformado el artículo 3o. transitorio, del Decreto por el que se reformaron los artículos 30, 32 y 37 de la Constitución Política de los Estados Unidos Mexicanos, publicado el 20 de marzo de 1997   ","DECRETO por el que se declara reformado el artículo 3o. transitorio, del Decreto por el que se reformaron los artículos 30, 32 y 37 de la Constitución Política de los Estados Unidos Mexicanos, publicado el 20 de marzo de 1997. Ratifica el beneficio constitucional en favor de los mexicanos por nacimiento, derivado de la reforma constitucional que establece la No Pérdida de la nacionalidad mexicana."
cpeum,139,08-03-1999,,0.0,,"DECRETO por el que se declaran reformados los artículos 16, 19, 22 y 123 de la Constitución Política de los Estados Unidos Mexicanos. Reforma en materia de seguridad pública. Reduce los requisitos para obtener una orden de aprehensión. Precisa los elementos específicos que se deben acreditar al librar el auto de formal prisión. Incluye una nueva figura para la aplicación a favor del Estado sobre bienes asegurados que causen abandono. Flexibiliza la remoción de los miembros de las instituciones policiales."
cpeum,140,11-06-1999,4949671,1.0,"Decreto por el que se reforman los artículos 94, 97, 100 y 107 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforman los artículos 94, 97, 100 y 107 de la Constitución Política de los Estados Unidos Mexicanos. Precisa la naturaleza jurídica e integración del Consejo de la Judicatura Federal, como órgano del Poder Judicial de la Federación. Amplía la facultad del Pleno de la Suprema Corte de Justicia para remitir los asuntos de su competencia a los Tribunales Colegiados de Circuito."
cpeum,141,28-06-1999,4950695,1.0,Decreto por el que se declara la adición de un párrafo quinto al artículo 4o. Constitucional y se reforma el párrafo primero del artículo 25 de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se declara la adición de un párrafo quinto al artículo 4o. Constitucional y se reforma el párrafo primero del artículo 25 de la Constitución Política de los Estados Unidos Mexicanos. Eleva a rango constitucional el derecho de toda persona a un medio ambiente adecuado para su desarrollo y bienestar. Incluye el término “sustentable” entre los principios para la rectoría del desarrollo nacional.
cpeum,142,28-06-1999,4950697,1.0,Decreto por el que se declara reformada la fracción XXIX-H y se adiciona una fracción XXIX-I al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se declara reformada la fracción XXIX - H y se adiciona una fracción XXIX - I al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Otorga al Congreso la facultad para expedir leyes en materia de protección civil, que establezcan las bases de coordinación entre la Federación, los estados, el Distrito Federal y los municipios."
cpeum,143,28-06-1999,4950699,1.0,Decreto por el que se declara la adición de una fracción XXIX-J al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se declara la adición de una fracción XXIX - J al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Faculta al Congreso para legislar en materia de deporte, estableciendo la concurrencia de los tres niveles de gobierno, así como la participación de los sectores social y privado."
cpeum,144,29-07-1999,4951856,1.0,Decreto por el que se declara reformado el artículo 58 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se declara reformado el artículo 58 de la Constitución Política de los Estados Unidos Mexicanos. Modifica el requisito de edad para ser senador, para quedar en 25 años cumplidos el día de la elección, en lugar de 30 años."
cpeum,145,30-07-1999,4951985,1.0,"Decreto por el que se declaran reformados los artículos 73, 74, 78 y 79 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se declaran reformados los artículos 73, 74, 78 y 79 de la Constitución Política de los Estados Unidos Mexicanos. Crea la Entidad de Fiscalización Superior de la Federación, como órgano de la Cámara de Diputados, con autonomía técnica y de gestión en el ejercicio de sus atribuciones y para decidir sobre su organización interna, funcionamiento y resoluciones, sustituyendo a la Contaduría Mayor de Hacienda."
cpeum,146,13-09-1999,4953799,1.0,Decreto por el que se reforma y adiciona el artículo 102 apartado B de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se reforma y adiciona el artículo 102 apartado B de la Constitución Política de los Estados Unidos Mexicanos. Eleva a rango constitucional el carácter autónomo de la Comisión Nacional de los Derechos Humanos. Establece el procedimiento de elección del Consejo Consultivo y del presidente de la CNDH.
cpeum,147,23-12-1999,4958409,1.0,Decreto por el que se declara reformado y adicionado el artículo 115 de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se declara reformado y adicionado el artículo 115 de la Constitución Política de los Estados Unidos Mexicanos. Reforma en materia del municipio. Establece los procedimientos que la ley secundaria debe contemplar en materia municipal. Precisa y amplía las funciones y servicios públicos que tendrán a su cargo los municipios. Actualiza los conceptos relativos a la capacidad de gobierno del municipio.
cpeum,148,07-04-2000,2053045,1.0,Decreto por el que se declara reformado y adicionado el artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se declara reformado y adicionado el artículo 4o. de la Constitución Política de los Estados Unidos Mexicanos. Fe de erratas | DOF 12/04/2000 | Imagen | Word | Establece el derecho de los niños y las niñas a la satisfacción de sus necesidades de alimentación, salud, educación y sano esparcimiento para su desarrollo integral. Señala el deber del Estado y de los particulares, de preservar el ejercicio pleno de estos derechos. | Proceso Legislativo |"
cpeum,149,21-09-2000,2060758,1.0,"Decreto por el que se declaran reformadas, adicionadas y derogadas diversas disposiciones del artículo 20 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se declaran reformadas, adicionadas y derogadas diversas disposiciones del artículo 20 de la Constitución Política de los Estados Unidos Mexicanos. Precisa las garantías de la víctima o el ofendido en todo proceso de orden penal. | Proceso Legislativo |"
cpeum,150,21-09-2000,2060759,1.0,Decreto por el que se declara reformada la fracción XXV del artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se declara reformada la fracción XXV del artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Confiere competencia al Congreso para legislar en materia de vestigios o restos fósiles. | Proceso Legislativo |
cpeum,151,14-08-2001,762221,1.0,"Decreto por el que se aprueba el diverso por el que se adicionan un segundo y tercer párrafos al artículo 1o., se reforma el artículo 2o., se deroga el párrafo primero del artículo 4o.; y se adicionan un sexto párrafo al artículo 18, y un último párrafo a la fracción tercera del artículo 115 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se aprueba el diverso por el que se adicionan un segundo y tercer párrafos al artículo 1o., se reforma el artículo 2o., se deroga el párrafo primero del artículo 4o.; y se adicionan un sexto párrafo al artículo 18, y un último párrafo a la fracción tercera del artículo 115 de la Constitución Política de los Estados Unidos Mexicanos. Reforma integral en materia indígena que establece los principios constitucionales de reconocimiento y protección a la cultura y los derechos de los indígenas, sus comunidades y sus pueblos. | Proceso Legislativo |"
cpeum,152,14-06-2002,727995,1.0,Decreto por el que se aprueba el diverso por el que se modifica la denominación del Título Cuarto y se adiciona un segundo párrafo al artículo 113 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se aprueba el diverso por el que se modifica la denominación del Título Cuarto y se adiciona un segundo párrafo al artículo 113 de la Constitución Política de los Estados Unidos Mexicanos. Incorpora la figura de responsabilidad patrimonial del Estado, estableciendo el derecho de los particulares a la indemnización correspondiente. | Proceso Legislativo |"
cpeum,153,12-11-2002,718015,1.0,"Decreto por el que se aprueba el diverso por el que se adiciona el artículo 3o., en su párrafo primero, fracciones III, V y VI, y el artículo 31 en su fracción I, de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se aprueba el diverso por el que se adiciona el artículo 3o., en su párrafo primero, fracciones III, V y VI, y el artículo 31 en su fracción I, de la Constitución Política de los Estados Unidos Mexicanos. Eleva a rango constitucional la obligatoriedad de la educación preescolar. | Proceso Legislativo |"
cpeum,154,29-09-2003,690948,1.0,Decreto por el que se aprueba el diverso por el que se adiciona una fracción XXIX-K al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se aprueba el diverso por el que se adiciona una fracción XXIX - K al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Faculta al Congreso para expedir leyes en materia de turismo, estableciendo la concurrencia de los tres niveles de gobierno, así como la participación de los sectores social y privado. | Proceso Legislativo |"
cpeum,155,29-10-2003,689637,1.0,Decreto por el que se aprueba el diverso que reforma el párrafo primero del artículo 63 y la fracción IV del artículo 77 de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se aprueba el diverso que reforma el párrafo primero del artículo 63 y la fracción IV del artículo 77 de la Constitución Política de los Estados Unidos Mexicanos. Establece los mecanismos de sustitución de vacantes de diputados y senadores electos por los diferentes principios. | Proceso Legislativo |
cpeum,156,05-04-2004,671718,1.0,Decreto por el que se adiciona la fracción XXIX-M al artículo 73 y se reforma la fracción VI del artículo 89 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se adiciona la fracción XXIX-M al artículo 73 y se reforma la fracción VI del artículo 89 de la Constitución Política de los Estados Unidos Mexicanos. Incorpora la facultad del Congreso para expedir leyes en materia de seguridad nacional, estableciendo los requisitos y límites a las investigaciones correspondientes. | Proceso Legislativo |"
cpeum,157,22-07-2004,667034,1.0,"Decreto por el que se aprueba el diverso que reforma el artículo segundo transitorio a los artículos 30, 32 y 37 de la Constitución Política de los Estados Unidos Mexicanos, publicado el veinte de marzo de 1997   ","DECRETO por el que se aprueba el diverso que reforma el artículo segundo transitorio a los artículos 30, 32 y 37 de la Constitución Política de los Estados Unidos Mexicanos, publicado el veinte de marzo de 1997. Establece como permanente el beneficio constitucional para que quienes hayan perdido su nacionalidad mexicana por nacimiento, por haber adquirido voluntariamente una nacionalidad extranjera, puedan recuperarla, previa solicitud ante la Secretaría de Relaciones Exteriores. | Proceso Legislativo |"
cpeum,158,30-07-2004,666755,1.0,Decreto por el que se aprueba el diverso mediante el cual se reforma la fracción IV del artículo 74 de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se aprueba el diverso mediante el cual se reforma la fracción IV del artículo 74 de la Constitución Política de los Estados Unidos Mexicanos. Modifica las fechas para que el Ejecutivo Federal presente a la Cámara de Diputados la Iniciativa de Ley de Ingresos y el Proyecto de Presupuesto de Egresos de la Federación. | Proceso Legislativo |
cpeum,159,02-08-2004,678925,1.0,Decreto por el que se aprueba el Decreto que reforma el primer párrafo del artículo 65 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se aprueba el Decreto que reforma el primer párrafo del artículo 65 de la Constitución Política de los Estados Unidos Mexicanos. Modifica la fecha de inicio del segundo periodo de sesiones ordinarias del Congreso, para que sea el 1o. de febrero de cada año. | Proceso Legislativo |"
cpeum,160,27-09-2004,661155,1.0,Decreto por el que se aprueba el diverso que adiciona una fracción XXIX-L al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se aprueba el diverso que adiciona una fracción XXIX-L al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Faculta al Congreso para expedir leyes en materia de pesca y acuacultura, estableciendo la concurrencia de los tres niveles de gobierno, así como la participación de los sectores social y privado. | Proceso Legislativo |"
cpeum,161,20-06-2005,2051466,1.0,Decreto por el que se adiciona el artículo 21 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se adiciona el artículo 21 de la Constitución Política de los Estados Unidos Mexicanos. Determina que el Ejecutivo Federal podrá, con la aprobación del Senado, reconocer la jurisdicción de la Corte Penal Internacional. | Proceso Legislativo |"
cpeum,162,28-11-2005,2099572,1.0,"Decreto por el que se declara adicionado un párrafo tercero a la fracción XXI, del Artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se declara adicionado un párrafo tercero a la fracción XXI, del Artículo 73 de la Constitución Política de los Estados Unidos Mexicanos . Establece que en las materias concurrentes previstas en la Constitución, las leyes federales establecerán los supuestos en que las autoridades del fuero común podrán conocer y resolver sobre delitos federales. | Proceso Legislativo |"
cpeum,163,08-12-2005,2101250,1.0,"Decreto por el que se reforma el único párrafo y se adicionan un segundo y tercer párrafos al artículo 46; se deroga la fracción IV del artículo 73; se adicionan las fracciones X y XI, pasando la actual fracción X a ser fracción XII del artículo 76, y se reforma la fracción I del artículo 105, todos de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforma el único párrafo y se adicionan un segundo y tercer párrafos al artículo 46; se deroga la fracción IV del artículo 73; se adicionan las fracciones X y XI, pasando la actual fracción X a ser fracción XII del artículo 76, y se reforma la fracción I del artículo 105, todos de la Constitución Política de los Estados Unidos Mexicanos. Otorga al Senado la facultad para autorizar los convenios amistosos que sobre sus respectivos límites celebren las entidades federativas. Faculta al Senado para resolver de manera definitiva los conflictos sobre límites territoriales de las entidades federativas que así lo soliciten. | Proceso Legislativo |"
cpeum,164,09-12-2005,2101602,1.0,"Decreto por el que se declara reformados los artículos 14, segundo párrafo y 22 primer párrafo, y derogado el cuarto párrafo del artículo 22 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se declara reformados los artículos 14, segundo párrafo y 22 primer párrafo, y derogado el cuarto párrafo del artículo 22 de la Constitución Política de los Estados Unidos Mexicanos. Incorpora de manera expresa en la Constitución la prohibición de la pena de muerte en la República Mexicana. | Proceso Legislativo |"
cpeum,165,12-12-2005,2101661,1.0,"Decreto por el que se declara reformado el párrafo cuarto y adicionados los párrafos quinto y sexto, y se recorre en su orden los últimos dos párrafos del Artículo 18 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se declara reformado el párrafo cuarto y adicionados los párrafos quinto y sexto, y se recorre en su orden los últimos dos párrafos del Artículo 18 de la Constitución Política de los Estados Unidos Mexicanos. Establece la implementación de un sistema integral de justicia penal para adolescentes por parte de la Federación, los estados y el Distrito Federal. | Proceso Legislativo |"
cpeum,166,07-04-2006,2142855,1.0,Decreto por el que se declaran reformados los artículos 26 y 73 fracción XXIX-D de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se declaran reformados los artículos 26 y 73 fracción XXIX-D de la Constitución Política de los Estados Unidos Mexicanos. Otorga al INEGI el carácter de órgano constitucional autónomo. Establece las bases del Sistema Nacional de Información Estadística y Geográfica. Faculta al Congreso para expedir leyes en materia de información estadística y geográfica. | Proceso Legislativo |
cpeum,167,14-09-2006,4931335,1.0,Decreto por el que se adiciona el inciso g) a la fracción II del artículo 105 de la Constitución Política de los Estados Unidos Mexicanos   ,DECRETO por el que se adiciona el inciso g) a la fracción II del artículo 105 de la Constitución Política de los Estados Unidos Mexicanos . Faculta a la Comisión Nacional de los Derechos Humanos para promover acciones de inconstitucionalidad cuando las leyes o tratados vulneren los derechos humanos. También otorga dicha facultad a los organismos de protección de los derechos humanos locales respecto de las leyes de las entidades federativas. | Proceso Legislativo |
cpeum,168,04-12-2006,4939293,1.0,"Decreto por el que se reforma el artículo 73, fracción XXIX-H de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforma el artículo 73, fracción XXIX-H de la Constitución Política de los Estados Unidos Mexicanos. Otorga a los tribunales de lo contencioso/administrativo la facultad para imponer sanciones a los servidores públicos por responsabilidad administrativa. | Proceso Legislativo |"
cpeum,169,04-12-2006,4939294,1.0,"Decreto por el que se reforma el Artículo 1o., Párrafo Tercero de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforma el Artículo 1o., Párrafo Tercero de la Constitución Política de los Estados Unidos Mexicanos. Prohíbe la discriminación motivada por “las discapacidades”, sustituyendo el anterior término de “capacidades diferentes”. | Proceso Legislativo |"
cpeum,170,12-02-2007,4962043,1.0,"Decreto por el que se reforma el artículo 76 fracción I, y el artículo 89 fracción X, de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforma el artículo 76 fracción I, y el artículo 89 fracción X, de la Constitución Política de los Estados Unidos Mexicanos. Faculta al Senado para aprobar las decisiones del Ejecutivo Federal que tengan por objeto terminar, denunciar, suspender, modificar, enmendar, retirar reservas y formular declaraciones interpretativas sobre los tratados internacionales y convenciones diplomáticas. | Proceso Legislativo |"
cpeum,171,19-06-2007,4991109,1.0,"Decreto por el que se reforma la fracción VI, del artículo 82 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforma la fracción VI, del artículo 82 de la Constitución Política de los Estados Unidos Mexicanos. Se incorpora entre los requisitos para ser Presidente de la República, el no ser Jefe de Gobierno del Distrito Federal, y se suprime el término de jefe o secretario general de departamento administrativo. | Proceso Legislativo |"
cpeum,172,19-06-2007,4991110,1.0,Decreto por el que se reforma la fracción V del artículo 55 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se reforma la fracción V del artículo 55 de la Constitución Política de los Estados Unidos Mexicanos. Se amplía la relación de altos funcionarios públicos que tienen la obligación de separarse de su cargo, como requisito para ser diputado federal. | Proceso Legislativo |"
cpeum,173,20-07-2007,4994147,1.0,Decreto por el que se reforma la fracción X del artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se reforma la fracción X del artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Otorga al Congreso la facultad para legislar en toda la República sobre sustancias químicas, explosivos y pirotecnia. | Proceso Legislativo |"
cpeum,174,20-07-2007,4994148,1.0,Decreto por el que se adiciona un segundo párrafo con siete fracciones al Artículo 6o. de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se adiciona un segundo párrafo con siete fracciones al Artículo 6o. de la Constitución Política de los Estados Unidos Mexicanos. Establece los principios y bases para el ejercicio del derecho de acceso a la información, por los que se regirán la Federación, los estados y el Distrito Federal. | Proceso Legislativo |"
cpeum,175,02-08-2007,4995269,1.0,"Decreto por el que se reforman los artículos 29, 73, 90, 92, 93, 95, 110 y 111 de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforman los artículos 29, 73, 90, 92, 93, 95, 110 y 111 de la Constitución Política de los Estados Unidos Mexicanos. Elimina del texto constitucional el término de Departamento Administrativo, para ser sustituido por la figura actual de Secretaría de Estado. | Proceso Legislativo |"
cpeum,176,15-08-2007,4996471,1.0,Decreto por el que se adiciona una fracción XXIX-N al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos   ,"DECRETO por el que se adiciona una fracción XXIX-N al artículo 73 de la Constitución Política de los Estados Unidos Mexicanos. Faculta al Congreso para expedir leyes en materia de constitución, organización, funcionamiento y extinción de sociedades cooperativas. | Proceso Legislativo |"
cpeum,177,27-09-2007,5002037,1.0,"Decreto por el que se reforma la fracción IV del artículo 99, de la Constitución Política de los Estados Unidos Mexicanos   ","DECRETO por el que se reforma la fracción IV del artículo 99, de la Constitución Política de los Estados Unidos Mexicanos. Se establece expresamente como requisito de procedencia para impugnar l as resoluciones definitivas de las autoridades electorales de las entidades federativas , ante el Tribunal Electoral del Poder Judicial de la Federación, el que se haya violado algún precepto constitucional. | Proceso Legislativo |"
